"","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","minimum_temperature_c","maximum_temperature_c","rainfall_mm","evaporation_mm","sunshine_hours","direction_of_maximum_wind_gust","speed_of_maximum_wind_gust_km_h","time_of_maximum_wind_gust","x9am_temperature_c","x9am_relative_humidity_percent","x9am_cloud_amount_oktas","x9am_wind_direction","x9am_wind_speed_km_h","x9am_msl_pressure_h_pa","x3pm_temperature_c","x3pm_relative_humidity_percent","x3pm_cloud_amount_oktas","x3pm_wind_direction","x3pm_wind_speed_km_h","x3pm_msl_pressure_h_pa","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n"
"242","2",2024-01-22,"F52",1,"Unknown","SM",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",11.7,25.9,0,NA,NA,"E",44,1899-12-31 17:57:00,16.9,64,7,"SSE","15",1011.3,24.9,49,5,"E",11,1010.4,"No",0,"No",0
"243","2",2024-01-22,"F56",1,"Unknown","1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",11.7,25.9,0,NA,NA,"E",44,1899-12-31 17:57:00,16.9,64,7,"SSE","15",1011.3,24.9,49,5,"E",11,1010.4,"No",0,"No",0
"244","2",2024-01-23,"F05",1,"Fox","1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"245","2",2024-01-23,"F12",1,"Fox","2",0,NA,0,NA,0,NA,1,"0.92708333333333337",1,1899-12-31 02:20:00,1,1899-12-31 04:16:00,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",3,"No",0
"246","2",2024-01-23,"F22",1,"Fox","1",0,NA,0,NA,0,NA,1,"0.22361111111111109",1,1899-12-31 06:07:00,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",2,"No",0
"247","2",2024-01-23,"F29",1,"Fox","3",0,NA,0,NA,0,NA,1,"0.95833333333333337",0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",1,"No",0
"248","2",2024-01-23,"F30",1,"Fox","1",0,NA,0,NA,0,NA,1,"4.027777777777778E-2",0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",1,"No",0
"249","2",2024-01-23,"F35",1,"Fox","SM",0,NA,0,NA,0,NA,1,"0.39305555555555555",0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",1,"No",0
"250","2",2024-01-23,"F52",1,"Fox","2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"251","2",2024-01-23,"F53",1,"Fox","1",0,NA,0,NA,0,NA,1,"0.88611111111111107",1,1899-12-31 21:33:00,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",2,"No",0
"252","2",2024-01-23,"F55",1,"Fox","1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"253","2",2024-01-23,"F10",0,"Not taken","SM",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"254","2",2024-01-23,"F13",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"255","2",2024-01-23,"F14",0,"Not taken","0",0,NA,0,NA,0,NA,1,"0.8666666666666667",1,1899-12-31 22:24:00,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",2,"No",0
"256","2",2024-01-23,"F15",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"257","2",2024-01-23,"F16",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"258","2",2024-01-23,"F17",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"259","2",2024-01-23,"F18",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"260","2",2024-01-23,"F19",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"261","2",2024-01-23,"F20",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"262","2",2024-01-23,"F21",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"263","2",2024-01-23,"F23",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"264","2",2024-01-23,"F24",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"265","2",2024-01-23,"F25",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"266","2",2024-01-23,"F26",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"267","2",2024-01-23,"F34",0,"Not taken","T",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"268","2",2024-01-23,"F40",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"269","2",2024-01-23,"F48",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"270","2",2024-01-23,"F54",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"271","2",2024-01-23,"F56",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"272","2",2024-01-23,"F57",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"273","2",2024-01-23,"F58",0,"Not taken","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"274","2",2024-01-23,"F01",1,"Raven","0",1,1899-12-31 16:35:00,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"Yes",1
"275","2",2024-01-23,"F03",1,"Raven","SM",1,1899-12-31 08:55:00,1,1899-12-31 09:00:00,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"Yes",2
"276","2",2024-01-23,"F04",1,"Raven","1",1,1899-12-31 07:24:00,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"Yes",1
"277","2",2024-01-23,"F06",1,"Raven","SM",0,NA,0,NA,0,NA,1,"0.84444444444444444",1,1899-12-31 20:46:00,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",2,"No",0
"278","2",2024-01-23,"F09",1,"Raven","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"279","2",2024-01-23,"F27",1,"Raven","T",1,1899-12-31 08:29:00,1,1899-12-31 09:20:00,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"Yes",2
"280","2",2024-01-23,"F02",1,"Unknown","SM",0,NA,0,NA,0,NA,1,"3.8194444444444441E-2",0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"Yes",1,"No",0
"281","2",2024-01-23,"F07",1,"Unknown","2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"282","2",2024-01-23,"F08",1,"Unknown","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"283","2",2024-01-23,"F11",1,"Unknown","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"284","2",2024-01-23,"F28",1,"Unknown","2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"285","2",2024-01-23,"F31",1,"Unknown","0",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"286","2",2024-01-23,"F32",1,"Unknown","1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes",14.9,26.7,0,NA,NA,"ENE",30,1899-12-31 19:14:00,16.9,73,8,"ENE","17",1015.3,23.9,53,8,"NNE",13,1012.3,"No",0,"No",0
"287","2",2024-01-24,"F05",1,"Fox","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"288","2",2024-01-24,"F30",1,"Fox","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"289","2",2024-01-24,"F35",1,"Fox","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"290","2",2024-01-24,"F53",1,"Fox","NA",0,NA,0,NA,0,NA,1,"0.93541666666666667",1,1899-12-31 23:52:00,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",2,"No",0
"291","2",2024-01-24,"F54",1,"Fox","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"292","2",2024-01-24,"F55",1,"Fox","NA",0,NA,0,NA,0,NA,1,"0.96458333333333324",1,1899-12-31 00:30:00,1,1899-12-31 04:47:00,0,NA,0,NA,"Control",1,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",3,"No",0
"293","2",2024-01-24,"F04",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"294","2",2024-01-24,"F14",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"295","2",2024-01-24,"F15",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"296","2",2024-01-24,"F16",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"297","2",2024-01-24,"F18",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"298","2",2024-01-24,"F19",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"299","2",2024-01-24,"F20",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"300","2",2024-01-24,"F21",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"301","2",2024-01-24,"F22",0,"Not taken","NA",0,NA,0,NA,0,NA,1,"0.21041666666666667",0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",1,"No",0
"302","2",2024-01-24,"F23",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"303","2",2024-01-24,"F24",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"304","2",2024-01-24,"F25",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"305","2",2024-01-24,"F26",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"306","2",2024-01-24,"F27",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"307","2",2024-01-24,"F31",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"308","2",2024-01-24,"F34",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"309","2",2024-01-24,"F40",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"310","2",2024-01-24,"F48",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"311","2",2024-01-24,"F57",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"312","2",2024-01-24,"F58",0,"Not taken","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"313","2",2024-01-24,"F01",1,"Raven","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"314","2",2024-01-24,"F02",1,"Raven","NA",1,1899-12-31 08:49:00,0,NA,0,NA,1,"0.95347222222222217",0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",1,"Yes",1
"315","2",2024-01-24,"F06",1,"Raven","NA",1,1899-12-31 13:41:00,0,NA,0,NA,1,"0.75694444444444453",0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",1,"Yes",1
"316","2",2024-01-24,"F09",1,"Raven","NA",0,NA,0,NA,0,NA,1,"0.98055555555555562",1,1899-12-31 04:55:00,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",2,"No",0
"317","2",2024-01-24,"F10",1,"Raven","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
"318","2",2024-01-24,"F12",1,"Raven","NA",0,NA,0,NA,0,NA,1,"5.6250000000000001E-2",0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"Yes",1,"No",0
"319","2",2024-01-24,"F52",1,"Raven","NA",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes",12.1,27.5,0,NA,NA,"NNW",35,1899-12-31 13:10:00,17.2,95,8,"ESE","6",1012,24.6,60,8,"N",24,1009.9,"No",0,"No",0
